carat,price
2.01,16582
0.33,1207
0.35,1024
1.67,12327
0.71,2081
1.32,9572
0.42,700
2,13480
0.92,5358
2.11,18071
1.33,7850
2.01,17244
0.41,894
1.64,8357
0.35,709
0.52,1319
0.58,1436
1.01,4821
0.91,4238
1.05,7028
0.41,719
0.58,1759
1.78,10666
0.33,666
0.51,1047
0.4,1050
0.62,2501
0.84,3145
0.71,2964
0.71,2096
0.53,2051
1.3,6714
1,4788
0.36,852
0.4,1056
1,4284
0.31,625
0.31,571
0.3,911
0.26,462
1.5,10962
1.01,9479
0.7,2362
0.46,968
1.16,4560
0.9,3669
0.42,1132
1.02,7253
1.02,3359
0.33,521
1.59,7836
0.41,1068
0.41,1160
1.04,4467
0.75,2859
0.4,1125
1.32,10919
0.35,767
0.7,2136
1.58,9774
0.74,2666
0.37,1041
0.41,787
1.13,5625
0.8,6004
0.93,4793
0.52,1550
1.31,11146
1.13,4959
2.02,6346
1.11,5010
2.05,16611
1.52,11853
0.65,2241
0.31,671
0.59,1694
1.03,6183
1.17,4652
1.2,8712
0.72,2470
1,7114
1.14,9316
1.18,4071
1.6,12681
1.06,5183
1.1,10387
0.3,862
0.93,4546
0.31,879
0.59,1258
1.13,5911
0.31,1046
1.2,7909
2.01,18295
1.72,10697
0.55,2376
0.36,794
0.72,2731
0.4,855
1.02,4478
1.01,7597
0.34,574
1.2,8056
0.6,2061
1.08,4857
0.31,837
2.01,18640
0.36,810
0.33,928
0.7,2239
0.73,3673
1,3752
0.57,1397
0.9,3422
2.01,16149
0.51,2083
1.13,5149
1.7,8397
1,3640
0.29,609
1.03,4413
0.41,969
0.32,898
0.9,2948
1.31,4475
1.1,6387
0.37,1082
0.65,1331
0.61,3807
1.01,5251
0.34,803
0.43,1113
1.01,8688
2,16544
1.01,4653
0.43,1245
0.3,526
1.02,7091
0.32,591
1.52,10487
0.31,625
0.7,2822
0.33,1114
0.29,858
0.3,789
0.42,984
0.37,613
1.21,8020
1.6,12581
0.91,3746
0.81,2994
1.21,12111
0.39,670
1.71,14319
0.34,995
0.3,491
0.4,705
1.01,4416
0.32,524
0.41,755
1.33,6480
0.3,710
1.27,7937
1.58,12844
0.53,1941
0.32,828
1.51,16518
0.7,2268
0.3,789
2.48,12883
1.26,6320
0.5,1446
1.7,10341
0.3,526
2.45,11843
1.25,5670
0.31,408
0.7,1058
0.31,872
0.92,2283
0.9,4579
0.3,911
0.74,2709
1,7607
1.52,12182
0.9,3353
1.01,2862
1.14,8912
0.5,1559
1.02,4465
0.51,1239
1,5027
0.29,673
0.59,1059
0.72,2208
0.34,1033
0.4,790
0.26,769
0.71,2294
0.3,621
1,4697
0.25,560
0.37,624
1.21,7111
0.4,791
0.93,4700
1.02,3971
1,4200
0.3,614
1.51,11746
1.1,8796
2.02,15987
0.43,891
0.51,1004
0.7,3092
0.9,4637
1.06,7641
2.07,17614
1.02,3713
0.9,4068
1.09,5258
0.9,4077
0.42,961
0.61,1303
0.74,2901
1.18,8414
0.9,3977
2,10907
1,5484
0.4,737
2.01,12423
0.71,2822
1.27,5618
1.5,7722
0.41,1230
0.32,720
0.32,456
0.32,720
0.33,445
1.27,6654
0.32,505
0.32,842
0.9,4460
0.7,3011
0.9,2883
1.02,6597
0.52,2035
1.24,4375
0.51,1443
1.39,8476
1.37,6148
2.01,12963
0.44,1073
0.54,1637
2.03,13398
1.83,11883
1.08,5575
0.3,844
0.41,1177
1.09,6133
1.16,4969
1.2,6742
0.41,876
0.7,2088
1.2,6199
0.54,1194
0.72,2062
0.46,1006
0.7,2177
0.4,629
0.44,1274
0.7,1844
0.34,596
1.14,3830
1.7,18598
1.27,5690
0.31,802
1.52,7467
0.91,5458
0.91,3340
0.5,1286
0.53,3323
0.4,1063
0.23,485
1.01,4538
1.04,4911
0.31,942
1.57,9460
1.09,6532
0.77,2635
0.66,1936
0.56,1417
0.41,852
1.03,3692
1.24,7222
1.16,9146
0.71,2445
0.33,614
1.02,6968
0.31,802
0.7,2657
0.31,942
0.4,612
1.09,6225
0.42,1621
0.33,955
0.47,2378
1.18,4579
1.51,9474
0.51,2301
0.34,581
0.3,776
2.51,14543
1.01,15219
0.27,449
0.71,2982
0.33,752
0.37,584
0.57,2189
0.31,544
0.31,680
0.79,3818
0.31,489
1.59,15461
0.51,1052
0.42,1031
0.45,748
0.9,3656
1.51,10020
0.62,2041
0.6,2860
0.72,2443
0.31,901
0.9,4617
0.32,702
1,8176
0.95,3335
0.3,675
1.19,4498
0.44,891
0.7,1770
0.3,710
0.71,2495
0.7,2699
1.13,4873
0.46,953
0.41,611
0.96,2961
1.2,9912
1.51,7848
1.02,5241
1,5351
1.06,4452
0.41,1085
0.73,2737
1.51,11540
0.57,1214
1.06,4654
2.2,15424
1.28,6548
1.02,4039
0.7,2480
0.58,1208
0.77,3415
0.76,2954
2.02,14574
1.51,11460
0.8,3441
0.3,540
0.3,500
0.54,2271
0.54,2323
0.42,691
0.26,554
1.05,4405
1.2,4502
1.11,4606
0.54,1630
1.04,18542
1.08,6706
1.05,4204
0.42,921
1,4372
0.24,419
0.58,2590
0.58,1196
0.35,630
0.41,1079
0.32,684
0.32,561
0.56,1691
0.96,4456
0.52,1605
0.4,888
0.75,2680
1.21,6659
0.51,1998
1.01,4256
0.53,1171
1,7589
1.03,7919
0.51,1882
1.01,4199
0.4,1088
0.66,1708
0.7,3622
0.52,1694
1.06,4467
1.01,6270
0.31,734
0.71,2913
1.01,4672
1.23,6817
0.9,3312
1.21,7562
1.32,9979
1.5,17449
0.8,2760
0.91,5176
1.51,8462
1,4541
0.32,720
1.02,5407
0.5,1415
0.74,2042
0.55,965
0.71,2372
1,5920
1.52,15819
0.42,912
0.33,984
2.05,18193
1.52,9295
1,5390
0.32,972
1.04,10515
0.41,999
1.11,5496
1.51,7365
0.36,1094
0.42,1179
2.1,13182
0.74,2391
1.51,12141
0.34,780
1.08,3980
0.33,681
0.51,1687
1.02,8096
0.42,921
1.25,3465
0.57,1355
0.35,741
0.7,2437
1.63,10721
0.25,548
0.38,640
1.07,6002
1.1,4361
0.72,3334
0.36,631
1.21,6001
0.56,1723
0.5,1838
1.01,7665
1,11214
0.3,665
1.11,4816
0.7,2398
1.03,3149
0.33,1052
0.78,2721
2.28,17892
1.58,13963
1.69,6757
0.83,2811
1.15,4021
1.42,10735
2.01,15675
0.39,681
1.08,5000
1.12,5233
1.01,4989
1.01,4129
1.44,10967
0.31,707
3,13203
0.36,810
0.3,605
0.7,2648
0.71,2363
0.42,1142
1.31,6225
0.71,2034
0.85,3023
1.01,7602
0.32,648
1.1,6121
0.32,828
0.7,1945
0.5,990
0.4,1017
1.15,4767
0.92,3382
0.31,625
0.31,891
0.71,1691
0.73,2564
0.9,3447
1.01,4977
0.31,707
0.7,2161
0.3,483
0.39,985
0.51,1237
0.4,734
0.33,579
1.23,8810
0.72,2079
0.43,1264
1.31,8617
0.38,1000
1.91,12700
2.01,11825
0.7,3672
0.34,477
0.31,977
0.9,3950
1.24,9073
1.23,9333
1.28,12061
0.9,2815
0.8,6834
0.5,1746
1,4140
0.5,1302
0.32,842
0.31,732
0.56,1778
0.54,1422
0.56,1345
1.54,11663
0.31,732
1.5,4022
0.34,537
0.43,1056
0.5,1331
1.01,4969
1.01,6108
1.54,16169
1,5929
2.15,14519
1.23,5490
0.73,2441
0.33,838
1.12,3945
1.27,8235
0.71,2436
1.05,4723
0.3,810
0.56,2696
0.32,1066
0.3,709
0.73,2388
0.58,1233
0.3,789
0.33,880
1.01,5372
0.33,810
1.02,4162
1.14,4957
0.45,1377
0.32,671
0.9,5386
0.36,505
0.96,4064
0.32,673
0.51,2075
0.31,465
0.51,1312
1.07,4644
1.53,7617
0.54,1774
1.01,9642
0.41,1061
0.96,2517
0.31,802
1.71,6847
0.41,1007
0.56,1627
0.33,1040
0.31,802
0.5,1332
0.57,1728
0.46,1321
1.01,4559
0.92,4287
0.57,1949
0.39,988
0.94,4661
1.71,10945
0.73,3089
0.39,808
0.3,844
1.5,7560
0.5,1286
1,6183
0.53,2447
1.21,5893
1.05,5762
0.36,852
0.41,878
0.25,558
0.32,798
0.83,2742
0.58,1580
1.01,4563
2.14,15559
0.38,1245
1.52,7356
0.9,3160
0.3,789
0.25,548
0.52,1429
0.36,663
1.52,3820
0.54,2041
1.01,7372
0.3,844
1.29,6327
0.59,1633
1.72,9266
0.31,507
0.32,521
0.35,879
0.25,633
0.32,561
0.31,442
1,3405
0.55,1183
1.51,9471
0.51,2925
0.84,3936
1.28,8139
0.3,878
0.43,984
0.33,668
0.42,700
0.63,1921
1.01,4771
1.07,5237
0.3,832
1.24,6808
0.64,1709
1,6699
0.9,3105
1.53,11873
1.35,5969
0.78,2405
0.32,730
0.53,1631
0.5,2105
2.01,16085
0.32,612
0.5,1819
0.71,2226
0.72,2822
0.32,679
1.08,5375
0.55,1368
1.51,8879
1.5,12055
1.16,4814
0.7,1981
0.5,1654
1.01,3846
0.5,964
1.5,12466
1,4829
0.38,975
1.09,5238
1.51,15164
1.01,5226
0.38,721
0.3,665
0.3,814
0.93,4452
1.02,3084
0.4,873
0.77,2898
0.7,2376
1.28,4428
0.4,1125
1.21,8099
0.39,1097
0.53,2247
1.02,4912
1.01,4260
0.76,3261
0.41,1076
1.5,16409
1.5,12787
0.71,2352
0.53,1753
0.72,3759
0.54,1927
0.51,1751
1.01,6335
1.32,6542
1.7,11360
0.35,1024
0.29,504
1.21,6025
0.58,1393
0.32,720
0.32,508
0.71,4029
1.04,4484
0.9,3205
0.61,2601
0.57,1097
0.91,3007
0.36,789
1.67,17028
0.3,775
0.33,667
0.3,605
0.9,4382
0.38,800
0.9,2729
0.61,2816
0.7,2348
1.51,15821
2.02,13132
0.56,2321
0.51,1546
0.32,918
0.51,1122
1.08,7501
0.6,1896
0.7,2753
0.75,3268
0.36,932
0.31,914
1.14,4789
0.5,855
0.27,620
1.1,4537
1.13,3544
0.3,956
0.5,1559
0.5,840
0.71,2028
0.98,4950
1.07,6479
1.01,5611
0.7,2818
0.61,1706
0.33,666
0.42,954
0.35,706
0.56,1999
0.57,1851
1.1,4805
0.71,2088
0.8,3267
1.21,5226
1.02,5198
0.5,1316
0.32,828
0.7,2312
0.74,3416
2.16,17934
0.4,855
1.51,8371
0.8,2762
1.55,7256
1.1,4997
0.41,969
0.3,536
1.04,6692
0.77,3027
0.31,725
1.1,4624
0.82,3674
0.31,625
0.36,664
1.51,11917
0.69,2202
1.23,6165
0.57,1949
0.65,5052
1.32,4524
0.3,608
0.2,367
0.74,2051
1.51,10821
0.85,3084
1.01,3275
0.4,988
0.51,1438
1.07,4235
1.48,7244
1.14,7099
0.38,1117
0.32,1140
1.02,4459
0.32,576
0.7,2537
0.9,4492
0.32,589
1.51,10685
0.33,723
1.29,5996
0.43,968
1.01,9065
0.31,544
1.04,7177
1.51,8720
0.91,3387
0.91,2854
0.32,589
2.18,12377
0.26,468
0.7,3214
0.3,675
0.71,3380
0.7,1790
2.01,17024
0.25,595
0.6,2105
1.04,3780
0.78,3444
0.33,666
0.74,2328
1.01,4072
0.55,2558
1.5,7495
0.78,3298
1,4939
0.3,475
0.31,1319
0.56,2016
2.01,12369
0.35,1063
1.29,5463
0.54,1594
0.3,432
1.24,8257
0.96,1705
0.9,2873
0.3,421
1.05,4987
0.3,394
1.58,10345
2.33,13242
0.31,1214
0.62,2562
0.41,1161
0.4,1323
0.31,558
1.69,14242
1.53,5631
0.26,397
0.4,912
1.03,3876
0.47,1319
1.11,9057
0.32,576
0.71,2735
0.7,2822
0.5,1386
0.33,666
1.23,4805
0.51,1394
0.23,357
0.31,698
0.82,2083
0.25,575
0.32,702
0.4,1111
0.58,1636
1.02,8627
0.34,689
0.32,561
1.53,15275
0.93,4182
0.27,470
0.42,1087
0.3,421
0.74,2383
0.32,638
0.73,3327
0.24,678
0.31,707
0.3,605
1.04,3669
0.41,1381
1.12,3838
1.7,9253
0.72,2897
0.31,942
0.32,842
1.58,9973
0.35,630
1.08,4816
0.68,2074
0.32,1080
1.26,7567
0.58,1865
0.63,1991
0.71,2801
0.35,849
1,8002
1.01,5954
0.74,3315
0.34,984
1.01,3224
0.79,3081
1.02,5077
1.31,10099
0.54,1786
0.3,776
0.71,2537
0.57,1915
0.3,421
0.3,526
1.01,3674
0.35,1024
0.43,774
0.55,1669
0.56,1304
0.26,545
0.4,954
0.31,587
1.02,3534
2,11793
0.5,1666
0.72,2421
0.35,1063
0.57,1613
2.06,13317
1.09,6388
0.36,600
1.2,4476
1.01,3296
1.5,6720
0.5,1614
1.72,10477
0.54,1825
0.32,612
0.31,462
1.32,4160
1.22,9203
1.01,4434
1.08,5836
0.9,3734
0.79,3053
0.93,3418
1.05,4253
0.7,2240
0.41,1367
0.53,1631
0.35,483
0.53,1450
0.3,673
0.46,1643
0.36,794
0.55,2147
0.9,3569
1.29,5418
0.39,1009
0.38,796
0.31,435
1.03,5411
0.46,1947
1,6261
0.7,2032
0.53,1042
0.43,716
0.51,2211
1,3799
1.52,7746
2,15840
0.3,863
0.9,6289
1.22,9292
0.3,710
0.41,1115
1.34,7999
0.54,1723
0.77,3176
0.4,681
1.21,5540
0.59,1622
1.5,8167
0.55,2016
0.71,2482
1,4316
1.05,4374
0.33,965
1,4511
0.71,1774
1.11,4854
0.34,596
0.41,827
0.8,3158
1.01,5988
0.83,3295
0.33,557
0.51,2054
1,3696
1.12,5447
0.39,655
1.52,8217
1,4928
2.29,18426
0.39,939
1.14,5003
1.25,9702
0.59,1771
1.14,4022
0.94,3394
1.23,5083
0.75,2719
0.45,1055
0.3,956
0.51,1574
0.72,2125
0.34,805
0.8,2862
0.7,3389
1.01,7306
0.31,802
0.3,574
0.42,945
1.5,14071
0.76,2873
0.26,545
1.31,7277
0.84,2656
2.09,16294
0.7,2839
1.03,3172
1.12,5178
0.3,621
1.07,5498
0.51,1668
1.71,12607
0.54,1847
0.34,556
1.57,6702
0.91,5101
1.76,17442
1.5,9278
0.31,853
2.03,15095
0.81,3193
0.97,4223
0.37,791
1,6642
0.31,516
0.26,426
0.46,997
1.52,7433
0.35,555
0.7,2952
0.31,802
0.3,776
0.93,3266
0.65,4275
1.02,4159
0.41,1079
1,5914
0.32,548
0.72,2318
0.3,911
0.46,1355
0.7,2196
0.71,2982
0.53,1243
1.01,4412
1.05,5917
0.59,1361
0.71,2686
0.51,1781
0.31,684
0.71,2614
0.32,421
0.31,544
1.05,3352
0.82,3621
0.81,4764
1.14,10313
1.01,6041
1.15,5750
0.3,863
0.9,5887
0.7,2987
0.9,4158
1.05,9555
1,3906
0.59,1419
1.01,5096
0.9,4780
0.51,1662
0.7,2537
0.3,675
0.9,4194
0.9,3704
1,4514
0.33,719
1.02,3769
1.03,8742
1.01,3535
0.91,4256
0.71,2307
0.7,2701
0.3,1013
0.33,579
1.7,15937
0.7,3065
1.02,6264
1.18,4916
0.76,2288
0.78,3898
0.39,676
0.3,710
1.06,4452
0.91,3642
0.31,625
0.57,2039
1.11,4578
0.4,687
1.2,5376
0.52,1170
0.31,684
0.33,752
1.51,8916
1.02,4604
0.71,2335
0.96,4142
0.32,421
0.54,1377
1.27,5715
0.55,1134
2.05,18659
1.5,7207
1.55,8088
0.4,924
0.56,1814
2.05,15450
0.41,904
0.33,1002
0.9,4763
2.01,16086
0.72,1970
1.04,6782
1.5,9996
0.91,4077
0.4,925
1.01,4853
0.7,1973
1.03,4441
0.7,2862
1.52,9352
0.52,1369
0.74,2805
0.58,2189
0.71,3136
0.77,3837
2.07,11500
0.31,707
0.39,784
0.31,544
1.53,10836
1.23,7687
0.36,747
1,3819
0.23,373
0.41,659
0.71,2502
1.12,10236
0.62,1878
0.51,1656
0.69,3784
1.66,5310
0.31,537
0.31,435
0.51,1619
0.41,606
0.3,552
0.3,895
0.32,604
0.41,969
0.71,2968
0.36,663
1.52,8631
0.29,664
0.52,2275
1.11,7218
0.92,3648
1.01,4693
0.71,2365
0.6,2524
0.43,1433
0.71,3299
0.55,1832
0.71,3212
1.2,5142
0.31,1122
1.05,5027
0.4,1063
0.51,1175
0.4,687
1.2,5280
0.3,810
0.25,577
0.31,683
0.34,574
1.06,3936
0.3,776
0.51,1438
1.2,4636
0.3,776
1,4469
0.7,1790
0.33,738
1.01,4186
0.35,706
0.52,2012
0.3,605
1.24,6438
0.53,1363
0.7,2221
0.31,642
0.26,453
0.35,829
1.02,4718
1.26,4860
1.15,4959
0.9,3801
0.92,2730
0.6,1399
1.01,6999
0.41,1076
0.31,1046
0.3,421
0.32,926
1.01,6618
1.14,10512
0.4,782
1.23,11417
1.1,4356
0.35,1063
0.3,731
0.37,811
2.07,17019
0.27,567
1.3,8854
1.04,5300
1.13,3797
1.58,8782
0.3,421
0.3,814
1.06,7079
0.8,3312
0.43,803
0.4,737
0.3,450
0.38,998
0.5,1153
0.44,1031
1.23,5979
1.02,7192
0.25,740
1.35,6804
1.59,11716
2.28,16969
1.05,4112
0.51,1687
0.51,1343
2.02,9728
0.67,2171
1.19,5595
0.7,1999
0.5,1746
0.59,1789
0.34,765
0.5,1715
0.82,4628
0.41,1356
0.37,818
0.61,2907
1.01,4989
0.25,436
0.68,1708
0.71,2549
1.02,7654
1.01,5731
0.33,666
1.11,5361
0.41,1356
0.51,2797
1.21,5324
0.31,897
0.9,3538
1.03,5088
0.33,772
2.07,15119
0.32,505
0.42,1389
0.51,1882
0.46,1432
1.2,8454
1.07,7483
0.53,1783
1.01,4017
0.91,4204
0.43,1422
1.01,3749
2.07,13993
1.22,10823
0.36,705
0.9,3662
1.5,8291
1.01,4317
0.55,1881
1,5396
0.8,2622
1.04,7019
1.21,7424
0.52,1806
0.73,2155
1.52,12823
1.4,7225
0.96,3658
0.33,814
0.34,626
0.56,1819
0.35,706
0.7,1999
1.26,7910
0.33,868
0.33,521
0.52,1074
1.51,7162
0.33,730
0.26,599
0.41,648
0.32,612
0.91,4081
0.53,1776
1.5,10684
0.58,2227
0.3,837
0.3,662
0.91,3846
2.23,12655
2,16484
1.07,5207
1.01,5385
1.01,6159
1.61,15426
0.3,552
0.7,2010
0.31,942
1.52,11021
1.01,4336
0.6,1970
0.42,1087
0.35,906
0.71,2306
0.51,1312
0.32,554
0.52,1629
0.76,2287
0.54,1292
1.69,17803
0.53,1857
0.39,853
0.71,2381
0.37,649
2.05,15949
0.26,434
0.51,1574
0.44,759
1.01,6250
1.2,4657
0.9,4846
1.03,6539
0.32,720
0.3,789
0.78,3267
0.92,3340
1.02,4370
0.84,2593
1.37,10412
1.5,7492
1.01,4890
0.39,1004
1,7966
1.05,2911
0.78,2722
1.07,4201
0.36,565
0.58,2401
0.42,1326
0.3,477
0.3,658
0.58,2256
1.1,4422
0.8,4444
1.21,13661
0.34,517
0.3,844
0.92,3916
1.02,6659
0.9,3847
1.61,7775
0.78,2422
1.24,12059
0.93,4113
1.01,5192
0.39,767
0.7,2394
0.38,1069
0.55,2054
0.7,2117
0.54,1637
0.54,1913
0.38,1117
0.37,957
0.42,761
0.51,1437
1.16,5480
0.34,1276
0.96,3462
0.33,854
1.82,13939
0.9,3387
0.31,625
0.71,2649
0.3,709
1.26,10367
0.23,369
0.39,1100
0.76,2947
0.3,814
1.14,5339
1.01,4355
0.52,1223
0.36,726
0.32,589
1.51,11188
0.7,3175
0.42,877
0.51,1438
1.31,11459
1.22,6149
1.01,5560
0.61,1308
1.04,9254
1,3011
1.24,5797
0.56,1172
1.75,9663
0.44,970
0.4,821
0.5,1568
0.56,1915
2.01,17434
1.13,5120
0.3,776
0.23,357
1.01,5534
0.71,1840
1.01,4121
0.81,4926
0.28,480
0.52,1689
1.01,10927
0.53,1363
0.59,1755
0.73,3429
0.38,853
1.05,4742
0.45,1149
0.31,471
1.21,4991
0.3,684
1.01,4899
0.5,1286
0.5,1676
4.13,17329
0.7,2866
1.41,4145
0.74,2362
0.74,3590
0.38,549
1.7,11043
1,4535
0.7,2037
0.78,2377
1,3575
0.26,382
1.25,5259
0.31,698
1.5,13112
0.24,471
1.97,14542
1.21,5290
0.4,967
0.7,1793
0.51,1284
1.51,8794
0.3,1013
0.31,698
1.01,7032
0.34,537
0.96,4849
1.53,8996
1.51,12906
0.3,394
2.06,14488
0.4,606
1.01,4185
1,7500
0.3,473
1.14,5014
0.42,1235
1.01,4588
1.5,7469
0.46,1267
0.33,802
1.51,11686
1.16,3605
0.38,1219
1.01,8956
0.5,1436
1.16,6202
1.21,5529
1.19,4438
0.3,795
1,7744
1.22,5930
1.01,4434
0.46,1372
1.14,4905
0.63,1939
0.93,5126
1.09,3742
1.01,7195
0.9,3084
0.5,1935
0.42,984
0.3,565
0.55,1692
1,5175
0.33,750
1.01,4669
0.3,1013
1.01,4052
0.31,464
0.36,789
1.52,15265
1.5,11220
0.5,1629
0.35,745
1.01,5443
0.4,890
0.61,1742
0.32,702
0.3,473
0.3,853
0.32,591
0.54,1389
0.9,4108
2.18,16427
0.57,2447
1.11,7310
0.9,2503
0.74,3130
1.51,9694
0.9,4234
0.52,1249
0.52,1710
0.56,1197
0.43,1433
0.28,625
1.12,5329
1.78,9071
0.3,438
0.71,3404
0.5,1181
0.46,1192
0.77,3332
0.42,926
0.54,1114
0.92,4405
1.3,4732
0.46,1139
0.75,2631
0.77,2184
0.71,2416
0.3,848
2,14889
0.4,1035
1.3,10221
0.3,426
0.41,833
0.3,515
0.47,1086
0.31,625
1.01,5260
2,12554
0.9,4064
0.3,675
1.01,4559
0.71,2104
0.95,3884
1.01,3886
1.01,8569
0.34,1033
1.56,10523
0.59,2078
1.04,3546
1.07,4224
0.7,2250
0.54,1993
0.3,911
0.55,2028
0.51,1781
1.01,2683
1.14,7354
1.07,4873
2.02,13564
0.7,2889
1.37,6751
0.3,491
0.32,393
0.91,3058
2,10752
1.51,8242
0.3,473
0.4,1238
0.9,4034
0.3,1013
2.01,15729
0.81,2725
0.37,603
0.39,616
1.51,7340
1.05,8645
0.32,505
1.13,5885
0.34,913
0.3,673
0.42,830
0.83,3118
1.01,4955
2.01,13940
0.3,814
0.5,1654
2.02,15606
1.01,6777
0.4,741
1.5,8770
0.31,625
0.93,3114
1,4829
0.92,3057
2.05,15291
0.35,906
0.41,923
0.26,453
0.38,1101
1.01,4759
0.34,961
0.3,405
1.06,7280
0.96,4480
1.25,8941
0.9,4082
0.71,2694
1.04,5570
0.75,1998
0.5,1937
0.3,709
0.31,749
1,6468
1.09,18231
2.07,13879
0.35,706
0.71,1986
0.42,628
0.4,561
0.4,1333
0.51,1728
0.72,2550
0.41,935
0.76,2530
0.24,668
0.5,1357
0.56,2318
1.02,3769
0.9,3269
0.33,893
0.31,1039
0.33,598
0.59,1870
0.26,580
1.22,6776
0.86,2757
0.4,1074
0.33,723
1.21,7996
0.27,577
2.22,18363
0.55,1238
0.71,2315
0.58,1279
1.01,4118
0.72,2398
0.32,972
0.52,1720
0.5,1154
0.8,6674
0.55,1948
0.7,2020
0.71,2266
1.01,3597
0.23,402
1.06,4815
0.51,1687
0.91,3047
0.77,2457
1.12,4064
0.51,1274
1.53,16601
1.07,4237
0.72,2583
0.73,2102
0.54,2041
1.01,4707
0.43,792
1.5,10873
0.36,801
1.54,9659
0.23,531
0.51,1711
1.2,6130
0.32,482
0.3,737
0.51,1195
0.51,1108
1.05,4692
1,8772
0.3,524
0.51,1925
0.73,2770
0.72,1853
0.75,2648
1.01,4853
0.51,1349
1.59,9705
0.74,2238
0.51,1140
1.02,5302
1.57,9847
2,15485
1.58,13917
0.76,2978
2.22,15584
0.71,2843
0.81,2864
0.4,952
1.2,5226
0.57,1847
0.58,1446
1.01,7332
0.3,878
0.74,2553
0.72,3540
0.44,1107
1.01,4480
0.9,4441
1.34,5778
0.44,1235
1,4265
1.11,5456
0.7,1968
2.09,10182
1.01,4830
0.3,776
0.56,1723
0.93,3101
0.9,3473
0.91,4514
0.5,1243
2.01,13574
1.73,16253
1.51,12261
1.01,4759
0.57,2322
1.51,13532
0.5,2052
2.01,8104
0.41,664
1.2,8030
1.01,5002
0.6,2037
1.26,9399
0.31,562
0.71,3344
1.5,13728
1.01,6499
0.7,2872
1.14,9193
1.05,5104
0.7,2234
0.72,2949
0.38,768
0.28,453
0.9,3806
0.77,3442
2.01,17403
0.7,1940
0.44,655
0.4,931
0.36,789
0.33,928
1.19,5595
0.31,732
0.58,1332
0.9,3880
0.73,2728
0.77,2086
0.34,880
1.01,4239
0.41,1061
0.41,1043
1,6445
0.3,473
0.72,1764
2,13542
0.38,601
1.09,5768
1.22,7870
0.53,1359
0.56,1803
0.4,694
0.41,683
0.3,464
0.51,1841
1.2,5280
0.54,1676
0.6,835
0.72,2316
0.35,738
1.08,5516
1.53,12499
0.35,628
1.07,4494
1.04,7015
0.41,1196
1.05,3395
0.34,574
1.03,5129
0.37,1041
0.33,681
1.38,13250
1,6804
0.43,1218
1.55,8498
0.85,3070
0.78,2386
0.75,2903
0.32,461
0.53,1332
1.02,3998
0.3,704
1,5299
0.63,1736
1.02,3148
1.52,14412
1.01,6900
1.25,7485
0.75,2872
0.56,1682
0.42,847
0.81,5373
0.36,729
0.31,707
1.06,4656
1.12,6918
0.32,561
0.3,552
0.4,1263
0.51,1546
0.43,704
0.74,3804
1.76,13503
0.72,2776
0.65,4184
1.01,4038
0.25,633
0.34,956
0.33,868
1.01,5122
0.38,812
1.08,5256
0.3,421
1.51,10362
0.44,834
1.51,12756
0.38,1992
1.21,10430
0.55,1551
1,3763
0.75,3084
0.31,639
0.53,1772
0.32,561
0.77,3089
0.32,973
0.32,756
0.42,958
0.54,1637
0.38,755
1.08,5164
0.32,867
1.07,10093
0.31,628
0.3,776
1.21,5041
0.56,1706
0.55,1799
1.01,6905
1.05,2789
0.24,668
1.52,11220
1.29,10341
0.64,2222
0.31,605
1.2,9169
0.73,2728
0.91,2854
0.33,1002
1.04,4659
0.43,1433
0.91,2763
0.41,1061
0.9,3950
0.91,4303
0.4,1053
1.2,13165
0.32,551
0.41,876
0.44,777
0.54,1153
2,8037
0.58,1758
0.74,2744
0.55,1179
2.15,13317
0.8,2400
1.21,5364
0.72,2737
0.57,3126
0.3,675
1.03,8629
1.2,4927
0.9,3318
1.51,10884
1.5,9240
0.4,666
1.8,10161
1.27,7980
1.01,2323
0.64,2787
0.6,1182
1.13,6644
0.51,2730
0.41,961
0.92,5259
1.03,6751
0.58,2211
0.51,1668
1.5,8580
0.62,1159
0.34,573
1.01,3294
0.32,949
2.08,17469
2.03,18781
0.32,780
0.31,802
1.54,8258
0.38,672
0.33,463
0.55,1260
0.31,593
1,3080
0.33,752
0.42,1235
1.02,4478
0.31,489
2.04,16261
1.07,5982
2,14763
0.4,737
1.71,14426
1.02,3119
0.55,2815
0.41,876
0.91,3376
0.41,1363
0.29,664
0.72,2484
1.01,3888
0.6,2201
0.41,719
1.02,4766
0.39,1077
0.52,2029
2.32,18532
0.71,2329
1.55,8749
0.32,1080
0.31,698
0.34,596
0.9,4521
0.7,3501
0.35,669
1.2,5833
0.9,4124
0.53,1268
0.88,5595
0.42,722
1.5,8475
1.03,5418
0.57,1617
1.2,9935
0.3,873
0.7,2475
0.31,680
0.33,666
1.23,5648
1.19,4558
1.13,7159
0.41,961
0.7,2723
1.57,15301
1.52,16485
0.34,626
1.66,11156
1.03,17590
0.4,687
0.5,1682
0.31,593
1.07,4421
1.06,5163
1.38,11205
0.76,2587
1.5,14242
0.52,1622
0.96,3299
1.21,4944
0.33,492
0.25,525
0.9,4369
1.09,3760
1.32,5721
1.22,7085
0.41,1007
1.32,6520
0.42,1400
0.77,3350
0.44,970
0.93,3576
0.79,3167
0.76,4596
0.7,2960
0.63,2064
1.5,12787
1.01,4751
1.24,8504
2.53,16934
1.01,6221
0.51,1202
0.25,505
0.56,2016
2.01,11602
0.78,3531
1.23,5037
0.68,1918
